2025-03-04 17:04:55 - INFO - train data: 13259
2025-03-04 17:04:55 - INFO - train unqiue data: 13259
2025-03-04 17:04:55 - INFO - valid data: 1474
2025-03-04 17:04:55 - INFO - valid unqiue data: 1474
2025-03-04 17:09:41 - INFO - epoch-0, train_mse_loss-0.0005825, train_kl_loss-0.0652467, val_mse_loss-0.0005795, val_kl_loss-0.0003406
2025-03-04 17:13:55 - INFO - epoch-1, train_mse_loss-0.0005835, train_kl_loss-0.0021059, val_mse_loss-0.0005795, val_kl_loss-0.0418310
2025-03-04 17:18:10 - INFO - epoch-2, train_mse_loss-0.0005821, train_kl_loss-2.5407392, val_mse_loss-0.0005795, val_kl_loss-2.8657219
2025-03-04 17:18:16 - INFO - Saved new best model at epoch 2 with validation loss 2.8663013
2025-03-04 17:22:28 - INFO - epoch-3, train_mse_loss-0.0005818, train_kl_loss-2.8679223, val_mse_loss-0.0005800, val_kl_loss-2.8704011
2025-03-04 17:26:40 - INFO - epoch-4, train_mse_loss-0.0005818, train_kl_loss-2.8695167, val_mse_loss-0.0005795, val_kl_loss-2.8686205
2025-03-04 17:30:53 - INFO - epoch-5, train_mse_loss-0.0005818, train_kl_loss-3.4732547, val_mse_loss-0.0005893, val_kl_loss-3.6564080
2025-03-04 17:35:06 - INFO - epoch-6, train_mse_loss-0.0005825, train_kl_loss-3.7665583, val_mse_loss-0.0008790, val_kl_loss-5.1829243
2025-03-04 17:39:19 - INFO - epoch-7, train_mse_loss-0.0005818, train_kl_loss-42.0487254, val_mse_loss-0.0006304, val_kl_loss-47.4838546
2025-03-04 17:43:32 - INFO - epoch-8, train_mse_loss-0.0005818, train_kl_loss-47.5409471, val_mse_loss-0.0008747, val_kl_loss-47.4816395
2025-03-04 17:47:47 - INFO - epoch-9, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
2025-03-04 17:52:00 - INFO - epoch-10, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
2025-03-04 17:56:13 - INFO - epoch-11, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
2025-03-04 18:00:25 - INFO - epoch-12, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
2025-03-04 18:04:38 - INFO - epoch-13, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
2025-03-04 18:08:51 - INFO - epoch-14, train_mse_loss-nan, train_kl_loss-nan, val_mse_loss-nan, val_kl_loss-nan
