2024-12-16 11:25:10 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-16 11:25:10 - INFO - train data: 6806
2024-12-16 11:25:10 - INFO - valid data: 757
2024-12-16 11:27:08 - INFO - Initial_loss-0.4956
2024-12-16 11:27:47 - INFO - epoch-0, train_loss-0.4894
2024-12-16 11:28:24 - INFO - epoch-1, train_loss-0.4740
2024-12-16 11:29:01 - INFO - epoch-2, train_loss-0.4737
2024-12-16 11:29:39 - INFO - epoch-3, train_loss-0.4740
2024-12-16 11:30:16 - INFO - epoch-4, train_loss-0.4737
2024-12-16 11:30:54 - INFO - epoch-5, train_loss-0.4739
2024-12-16 11:31:31 - INFO - epoch-6, train_loss-0.4739
2024-12-16 11:32:10 - INFO - epoch-7, train_loss-0.4739
2024-12-16 11:32:50 - INFO - epoch-8, train_loss-0.4740
2024-12-16 11:33:30 - INFO - epoch-9, train_loss-0.4730
2024-12-16 11:34:10 - INFO - epoch-10, train_loss-0.4737
2024-12-16 11:34:48 - INFO - epoch-11, train_loss-0.4737
2024-12-16 11:35:25 - INFO - epoch-12, train_loss-0.4735
2024-12-16 11:36:02 - INFO - epoch-13, train_loss-0.4739
2024-12-16 11:36:40 - INFO - epoch-14, train_loss-0.4740
2024-12-16 11:37:17 - INFO - epoch-15, train_loss-0.4736
2024-12-16 11:37:54 - INFO - epoch-16, train_loss-0.4740
2024-12-16 11:38:32 - INFO - epoch-17, train_loss-0.4740
2024-12-16 11:39:09 - INFO - epoch-18, train_loss-0.4738
2024-12-16 11:39:46 - INFO - epoch-19, train_loss-0.4743
2024-12-16 11:40:24 - INFO - epoch-20, train_loss-0.4739
2024-12-16 11:41:01 - INFO - epoch-21, train_loss-0.4741
2024-12-16 11:41:38 - INFO - epoch-22, train_loss-0.4741
2024-12-16 11:42:16 - INFO - epoch-23, train_loss-0.4737
2024-12-16 11:42:53 - INFO - epoch-24, train_loss-0.4733
2024-12-16 11:43:30 - INFO - epoch-25, train_loss-0.4736
2024-12-16 11:44:08 - INFO - epoch-26, train_loss-0.4740
2024-12-16 11:44:45 - INFO - epoch-27, train_loss-0.4738
2024-12-16 11:45:22 - INFO - epoch-28, train_loss-0.4740
2024-12-16 11:46:00 - INFO - epoch-29, train_loss-0.4725
2024-12-16 11:46:37 - INFO - epoch-30, train_loss-0.4738
2024-12-16 11:47:14 - INFO - epoch-31, train_loss-0.4735
2024-12-16 11:47:52 - INFO - epoch-32, train_loss-0.4737
2024-12-16 11:48:29 - INFO - epoch-33, train_loss-0.4741
2024-12-16 11:49:06 - INFO - epoch-34, train_loss-0.4735
2024-12-16 11:49:44 - INFO - epoch-35, train_loss-0.4741
2024-12-16 11:50:21 - INFO - epoch-36, train_loss-0.4739
2024-12-16 11:50:58 - INFO - epoch-37, train_loss-0.4739
2024-12-16 11:51:39 - INFO - epoch-38, train_loss-0.4737
2024-12-16 11:52:17 - INFO - epoch-39, train_loss-0.4737
2024-12-16 11:52:54 - INFO - epoch-40, train_loss-0.4736
2024-12-16 11:53:31 - INFO - epoch-41, train_loss-0.4743
2024-12-16 11:54:09 - INFO - epoch-42, train_loss-0.4733
2024-12-16 11:54:46 - INFO - epoch-43, train_loss-0.4738
2024-12-16 11:55:23 - INFO - epoch-44, train_loss-0.4736
2024-12-16 11:56:01 - INFO - epoch-45, train_loss-0.4736
2024-12-16 11:56:38 - INFO - epoch-46, train_loss-0.4731
2024-12-16 11:57:15 - INFO - epoch-47, train_loss-0.4742
2024-12-16 11:57:53 - INFO - epoch-48, train_loss-0.4733
2024-12-16 11:58:30 - INFO - epoch-49, train_loss-0.4737
2024-12-16 11:59:07 - INFO - epoch-50, train_loss-0.4737
2024-12-16 11:59:45 - INFO - epoch-51, train_loss-0.4738
2024-12-16 12:00:22 - INFO - epoch-52, train_loss-0.4741
2024-12-16 12:00:59 - INFO - epoch-53, train_loss-0.4733
2024-12-16 12:01:36 - INFO - epoch-54, train_loss-0.4740
2024-12-16 12:02:14 - INFO - epoch-55, train_loss-0.4738
2024-12-16 12:02:51 - INFO - epoch-56, train_loss-0.4736
2024-12-16 12:03:28 - INFO - epoch-57, train_loss-0.4737
2024-12-16 12:04:05 - INFO - epoch-58, train_loss-0.4740
2024-12-16 12:04:43 - INFO - epoch-59, train_loss-0.4737
2024-12-16 12:05:20 - INFO - epoch-60, train_loss-0.4735
2024-12-16 12:05:57 - INFO - epoch-61, train_loss-0.4740
2024-12-16 12:06:34 - INFO - epoch-62, train_loss-0.4731
2024-12-16 12:07:12 - INFO - epoch-63, train_loss-0.4739
2024-12-16 12:07:49 - INFO - epoch-64, train_loss-0.4738
2024-12-16 12:08:26 - INFO - epoch-65, train_loss-0.4732
2024-12-16 12:09:04 - INFO - epoch-66, train_loss-0.4737
2024-12-16 12:09:41 - INFO - epoch-67, train_loss-0.4740
2024-12-16 12:10:18 - INFO - epoch-68, train_loss-0.4739
2024-12-16 12:10:55 - INFO - epoch-69, train_loss-0.4737
2024-12-16 12:11:32 - INFO - epoch-70, train_loss-0.4736
2024-12-16 12:12:10 - INFO - epoch-71, train_loss-0.4738
2024-12-16 12:12:47 - INFO - epoch-72, train_loss-0.4741
2024-12-16 12:15:20 - INFO - epoch-73, train_loss-0.4740
2024-12-16 12:16:27 - INFO - epoch-74, train_loss-0.4739
2024-12-16 12:17:04 - INFO - epoch-75, train_loss-0.4738
2024-12-16 12:17:41 - INFO - epoch-76, train_loss-0.4740
2024-12-16 12:18:18 - INFO - epoch-77, train_loss-0.4737
2024-12-16 12:18:55 - INFO - epoch-78, train_loss-0.4736
2024-12-16 12:19:33 - INFO - epoch-79, train_loss-0.4742
2024-12-16 12:20:10 - INFO - epoch-80, train_loss-0.4740
2024-12-16 12:20:47 - INFO - epoch-81, train_loss-0.4741
2024-12-16 12:21:24 - INFO - epoch-82, train_loss-0.4737
2024-12-16 12:22:01 - INFO - epoch-83, train_loss-0.4737
2024-12-16 12:22:39 - INFO - epoch-84, train_loss-0.4728
2024-12-16 12:23:16 - INFO - epoch-85, train_loss-0.4737
2024-12-16 12:23:53 - INFO - epoch-86, train_loss-0.4737
2024-12-16 12:24:30 - INFO - epoch-87, train_loss-0.4734
2024-12-16 12:25:07 - INFO - epoch-88, train_loss-0.4739
2024-12-16 12:25:44 - INFO - epoch-89, train_loss-0.4740
2024-12-16 12:26:22 - INFO - epoch-90, train_loss-0.4736
2024-12-16 12:26:59 - INFO - epoch-91, train_loss-0.4738
2024-12-16 12:27:36 - INFO - epoch-92, train_loss-0.4725
2024-12-16 12:28:13 - INFO - epoch-93, train_loss-0.4739
2024-12-16 12:28:50 - INFO - epoch-94, train_loss-0.4742
2024-12-16 12:29:28 - INFO - epoch-95, train_loss-0.4734
2024-12-16 12:30:05 - INFO - epoch-96, train_loss-0.4737
2024-12-16 12:30:42 - INFO - epoch-97, train_loss-0.4737
2024-12-16 12:31:19 - INFO - epoch-98, train_loss-0.4738
2024-12-16 12:31:56 - INFO - epoch-99, train_loss-0.4736
2024-12-16 12:32:33 - INFO - epoch-100, train_loss-0.4737
2024-12-16 12:33:10 - INFO - epoch-101, train_loss-0.4739
2024-12-16 12:33:47 - INFO - epoch-102, train_loss-0.4743
2024-12-16 12:34:24 - INFO - epoch-103, train_loss-0.4735
2024-12-16 12:35:02 - INFO - epoch-104, train_loss-0.4734
2024-12-16 12:35:39 - INFO - epoch-105, train_loss-0.4740
2024-12-16 12:36:16 - INFO - epoch-106, train_loss-0.4740
2024-12-16 12:36:53 - INFO - epoch-107, train_loss-0.4737
2024-12-16 12:37:30 - INFO - epoch-108, train_loss-0.4736
2024-12-16 12:38:07 - INFO - epoch-109, train_loss-0.4734
2024-12-16 12:38:44 - INFO - epoch-110, train_loss-0.4739
2024-12-16 12:39:21 - INFO - epoch-111, train_loss-0.4738
2024-12-16 12:39:58 - INFO - epoch-112, train_loss-0.4729
2024-12-16 12:40:36 - INFO - epoch-113, train_loss-0.4736
2024-12-16 12:41:13 - INFO - epoch-114, train_loss-0.4739
2024-12-16 12:41:50 - INFO - epoch-115, train_loss-0.4737
2024-12-16 12:42:27 - INFO - epoch-116, train_loss-0.4741
2024-12-16 12:43:04 - INFO - epoch-117, train_loss-0.4738
2024-12-16 12:43:41 - INFO - epoch-118, train_loss-0.4739
2024-12-16 12:44:18 - INFO - epoch-119, train_loss-0.4737
2024-12-16 12:44:55 - INFO - epoch-120, train_loss-0.4736
2024-12-16 12:45:32 - INFO - epoch-121, train_loss-0.4732
2024-12-16 12:46:09 - INFO - epoch-122, train_loss-0.4733
2024-12-16 12:46:46 - INFO - epoch-123, train_loss-0.4737
2024-12-16 12:47:23 - INFO - epoch-124, train_loss-0.4738
2024-12-16 12:48:01 - INFO - epoch-125, train_loss-0.4736
2024-12-16 12:48:38 - INFO - epoch-126, train_loss-0.4737
2024-12-16 12:49:15 - INFO - epoch-127, train_loss-0.4734
2024-12-16 12:49:52 - INFO - epoch-128, train_loss-0.4736
2024-12-16 12:50:29 - INFO - epoch-129, train_loss-0.4732
2024-12-16 12:51:06 - INFO - epoch-130, train_loss-0.4740
2024-12-16 12:51:43 - INFO - epoch-131, train_loss-0.4737
2024-12-16 12:52:20 - INFO - epoch-132, train_loss-0.4738
2024-12-16 12:52:57 - INFO - epoch-133, train_loss-0.4736
2024-12-16 12:53:34 - INFO - epoch-134, train_loss-0.4739
2024-12-16 12:54:11 - INFO - epoch-135, train_loss-0.4739
2024-12-16 12:54:48 - INFO - epoch-136, train_loss-0.4736
2024-12-16 12:55:25 - INFO - epoch-137, train_loss-0.4738
2024-12-16 12:56:02 - INFO - epoch-138, train_loss-0.4726
2024-12-16 12:56:40 - INFO - epoch-139, train_loss-0.4738
2024-12-16 12:57:17 - INFO - epoch-140, train_loss-0.4739
2024-12-16 12:57:54 - INFO - epoch-141, train_loss-0.4736
2024-12-16 12:58:31 - INFO - epoch-142, train_loss-0.4737
2024-12-16 12:59:08 - INFO - epoch-143, train_loss-0.4736
2024-12-16 12:59:45 - INFO - epoch-144, train_loss-0.4734
2024-12-16 13:00:22 - INFO - epoch-145, train_loss-0.4733
2024-12-16 13:00:59 - INFO - epoch-146, train_loss-0.4740
2024-12-16 13:01:36 - INFO - epoch-147, train_loss-0.4739
2024-12-16 13:02:13 - INFO - epoch-148, train_loss-0.4734
2024-12-16 13:02:50 - INFO - epoch-149, train_loss-0.4730
2024-12-16 13:03:27 - INFO - epoch-150, train_loss-0.4721
2024-12-16 13:04:04 - INFO - epoch-151, train_loss-0.4735
2024-12-16 13:04:42 - INFO - epoch-152, train_loss-0.4740
2024-12-16 13:05:19 - INFO - epoch-153, train_loss-0.4738
2024-12-16 13:05:56 - INFO - epoch-154, train_loss-0.4737
2024-12-16 13:06:33 - INFO - epoch-155, train_loss-0.4733
2024-12-16 13:10:11 - INFO - epoch-156, train_loss-0.4738
2024-12-16 13:10:49 - INFO - epoch-157, train_loss-0.4734
2024-12-16 13:11:26 - INFO - epoch-158, train_loss-0.4737
2024-12-16 13:12:03 - INFO - epoch-159, train_loss-0.4737
2024-12-16 13:12:40 - INFO - epoch-160, train_loss-0.4736
2024-12-16 13:13:17 - INFO - epoch-161, train_loss-0.4737
2024-12-16 13:13:54 - INFO - epoch-162, train_loss-0.4739
2024-12-16 13:14:31 - INFO - epoch-163, train_loss-0.4739
2024-12-16 13:15:08 - INFO - epoch-164, train_loss-0.4736
2024-12-16 13:15:45 - INFO - epoch-165, train_loss-0.4741
2024-12-16 13:16:22 - INFO - epoch-166, train_loss-0.4731
2024-12-16 13:16:59 - INFO - epoch-167, train_loss-0.4739
2024-12-16 13:17:36 - INFO - epoch-168, train_loss-0.4734
2024-12-16 13:18:13 - INFO - epoch-169, train_loss-0.4740
2024-12-16 13:18:51 - INFO - epoch-170, train_loss-0.4737
2024-12-16 13:19:27 - INFO - epoch-171, train_loss-0.4740
2024-12-16 13:20:05 - INFO - epoch-172, train_loss-0.4737
2024-12-16 13:20:42 - INFO - epoch-173, train_loss-0.4736
2024-12-16 13:21:19 - INFO - epoch-174, train_loss-0.4738
2024-12-16 13:21:56 - INFO - epoch-175, train_loss-0.4740
2024-12-16 13:22:33 - INFO - epoch-176, train_loss-0.4723
2024-12-16 13:23:10 - INFO - epoch-177, train_loss-0.4737
2024-12-16 13:23:47 - INFO - epoch-178, train_loss-0.4728
2024-12-16 13:24:24 - INFO - epoch-179, train_loss-0.4739
2024-12-16 13:25:01 - INFO - epoch-180, train_loss-0.4737
2024-12-16 13:25:38 - INFO - epoch-181, train_loss-0.4736
2024-12-16 13:26:15 - INFO - epoch-182, train_loss-0.4738
2024-12-16 13:26:52 - INFO - epoch-183, train_loss-0.4738
2024-12-16 13:27:29 - INFO - epoch-184, train_loss-0.4728
2024-12-16 13:28:06 - INFO - epoch-185, train_loss-0.4738
2024-12-16 13:28:43 - INFO - epoch-186, train_loss-0.4719
2024-12-16 13:29:20 - INFO - epoch-187, train_loss-0.4740
2024-12-16 13:29:57 - INFO - epoch-188, train_loss-0.4728
2024-12-16 13:30:34 - INFO - epoch-189, train_loss-0.4736
2024-12-16 13:31:11 - INFO - epoch-190, train_loss-0.4739
2024-12-16 13:31:48 - INFO - epoch-191, train_loss-0.4738
2024-12-16 13:32:25 - INFO - epoch-192, train_loss-0.4739
2024-12-16 13:33:02 - INFO - epoch-193, train_loss-0.4739
2024-12-16 13:33:39 - INFO - epoch-194, train_loss-0.4738
2024-12-16 13:34:16 - INFO - epoch-195, train_loss-0.4740
2024-12-16 13:34:53 - INFO - epoch-196, train_loss-0.4738
2024-12-16 13:35:29 - INFO - epoch-197, train_loss-0.4735
2024-12-16 13:36:06 - INFO - epoch-198, train_loss-0.4738
2024-12-16 13:36:43 - INFO - epoch-199, train_loss-0.4733
