2024-12-12 16:40:15 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-12 16:40:15 - INFO - train data: 63368
2024-12-12 16:40:15 - INFO - valid data: 7055
2024-12-12 17:20:45 - INFO - epoch-0, train_loss-0.4779
2024-12-12 17:26:59 - INFO - epoch-1, train_loss-0.4774
2024-12-12 17:40:54 - INFO - epoch-2, train_loss-0.4774
2024-12-12 17:47:13 - INFO - epoch-3, train_loss-0.4774
2024-12-12 17:53:28 - INFO - epoch-4, train_loss-0.4773
2024-12-12 17:59:39 - INFO - epoch-5, train_loss-0.4773
2024-12-12 18:06:04 - INFO - epoch-6, train_loss-0.4773
2024-12-12 18:12:29 - INFO - epoch-7, train_loss-0.4773
2024-12-12 18:18:54 - INFO - epoch-8, train_loss-0.4773
2024-12-12 18:41:23 - INFO - epoch-9, train_loss-0.4773
2024-12-12 18:47:48 - INFO - epoch-10, train_loss-0.4773
2024-12-12 18:54:13 - INFO - epoch-11, train_loss-0.4772
2024-12-12 19:00:38 - INFO - epoch-12, train_loss-0.4772
2024-12-12 19:07:03 - INFO - epoch-13, train_loss-0.4772
2024-12-12 19:13:28 - INFO - epoch-14, train_loss-0.4772
2024-12-12 19:19:41 - INFO - epoch-15, train_loss-0.4772
2024-12-12 19:45:05 - INFO - epoch-16, train_loss-0.4772
2024-12-12 19:51:18 - INFO - epoch-17, train_loss-0.4771
2024-12-12 19:57:30 - INFO - epoch-18, train_loss-0.4772
2024-12-12 20:03:42 - INFO - epoch-19, train_loss-0.4772
2024-12-12 20:09:55 - INFO - epoch-20, train_loss-0.4772
2024-12-12 20:16:07 - INFO - epoch-21, train_loss-0.4772
2024-12-12 20:22:19 - INFO - epoch-22, train_loss-0.4771
2024-12-12 20:41:44 - INFO - epoch-23, train_loss-0.4771
2024-12-12 20:51:23 - INFO - epoch-24, train_loss-0.4771
2024-12-12 20:57:40 - INFO - epoch-25, train_loss-0.4771
2024-12-12 21:04:15 - INFO - epoch-26, train_loss-0.4771
2024-12-12 21:10:52 - INFO - epoch-27, train_loss-0.4771
