2024-12-27 12:27:00 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-27 12:27:00 - INFO - train data: 6053
2024-12-27 12:27:00 - INFO - valid data: 1513
2024-12-27 12:28:30 - INFO - Initial_train_loss-0.0015604  Initial_val_loss-0.0015323
2024-12-27 12:33:00 - INFO - epoch-0, train_loss-0.0019416, val_loss-0.0015324
2024-12-27 12:37:34 - INFO - epoch-1, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 12:42:07 - INFO - epoch-2, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 12:46:41 - INFO - epoch-3, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 12:51:13 - INFO - epoch-4, train_loss-0.0015604, val_loss-0.0015324
2024-12-27 12:55:44 - INFO - epoch-5, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 13:00:16 - INFO - epoch-6, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 13:04:47 - INFO - epoch-7, train_loss-0.0015604, val_loss-0.0015384
2024-12-27 13:09:18 - INFO - epoch-8, train_loss-0.0015604, val_loss-0.0015385
2024-12-27 13:13:51 - INFO - epoch-9, train_loss-0.0015604, val_loss-0.0015269
2024-12-27 13:18:23 - INFO - epoch-10, train_loss-0.0015604, val_loss-0.0015313
2024-12-27 13:22:54 - INFO - epoch-11, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 13:27:23 - INFO - epoch-12, train_loss-0.0015709, val_loss-0.0015323
2024-12-27 13:31:48 - INFO - epoch-13, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 13:36:10 - INFO - epoch-14, train_loss-0.0015604, val_loss-0.0015323
2024-12-27 13:40:31 - INFO - epoch-15, train_loss-0.0015604, val_loss-0.0015323
