2024-12-13 17:36:51 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-13 17:36:51 - INFO - train data: 6806
2024-12-13 17:36:51 - INFO - valid data: 757
2024-12-13 17:40:12 - INFO - epoch-0, train_loss-0.6877
2024-12-13 17:40:23 - INFO - epoch-1, train_loss-0.4746
2024-12-13 17:40:33 - INFO - epoch-2, train_loss-0.4745
2024-12-13 17:40:42 - INFO - epoch-3, train_loss-0.4741
2024-12-13 17:40:52 - INFO - epoch-4, train_loss-0.4739
2024-12-13 17:41:02 - INFO - epoch-5, train_loss-0.4736
2024-12-13 17:41:11 - INFO - epoch-6, train_loss-0.4743
2024-12-13 17:41:21 - INFO - epoch-7, train_loss-0.4741
2024-12-13 17:41:31 - INFO - epoch-8, train_loss-0.4740
2024-12-13 17:41:41 - INFO - epoch-9, train_loss-0.4738
2024-12-13 17:41:50 - INFO - epoch-10, train_loss-0.4737
2024-12-13 17:42:00 - INFO - epoch-11, train_loss-0.4740
2024-12-13 17:42:10 - INFO - epoch-12, train_loss-0.4743
2024-12-13 17:42:19 - INFO - epoch-13, train_loss-0.4741
2024-12-13 17:42:29 - INFO - epoch-14, train_loss-0.4737
2024-12-13 17:42:39 - INFO - epoch-15, train_loss-0.4732
2024-12-13 17:42:48 - INFO - epoch-16, train_loss-0.4738
2024-12-13 17:42:58 - INFO - epoch-17, train_loss-0.4744
2024-12-13 17:43:08 - INFO - epoch-18, train_loss-0.4744
2024-12-13 17:43:17 - INFO - epoch-19, train_loss-0.4738
2024-12-13 17:43:27 - INFO - epoch-20, train_loss-0.4739
2024-12-13 17:43:37 - INFO - epoch-21, train_loss-0.4737
2024-12-13 17:43:46 - INFO - epoch-22, train_loss-0.4741
2024-12-13 17:43:56 - INFO - epoch-23, train_loss-0.4738
2024-12-13 17:44:06 - INFO - epoch-24, train_loss-0.4740
2024-12-13 17:44:15 - INFO - epoch-25, train_loss-0.4741
2024-12-13 17:44:25 - INFO - epoch-26, train_loss-0.4734
2024-12-13 17:44:35 - INFO - epoch-27, train_loss-0.4742
2024-12-13 17:44:44 - INFO - epoch-28, train_loss-0.4738
2024-12-13 17:44:54 - INFO - epoch-29, train_loss-0.4736
2024-12-13 17:45:04 - INFO - epoch-30, train_loss-0.4738
2024-12-13 17:45:14 - INFO - epoch-31, train_loss-0.4734
2024-12-13 17:45:24 - INFO - epoch-32, train_loss-0.4730
2024-12-13 17:45:33 - INFO - epoch-33, train_loss-0.4736
