2024-12-17 11:22:34 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-17 11:22:34 - INFO - train data: 6806
2024-12-17 11:22:34 - INFO - valid data: 757
2024-12-17 11:22:46 - INFO - Initial_loss-0.4837
2024-12-17 11:23:04 - INFO - epoch-0, train_loss-0.7270
2024-12-17 11:23:22 - INFO - epoch-1, train_loss-0.4743
2024-12-17 11:23:40 - INFO - epoch-2, train_loss-0.4736
2024-12-17 11:23:58 - INFO - epoch-3, train_loss-0.4739
2024-12-17 11:24:16 - INFO - epoch-4, train_loss-0.4741
2024-12-17 11:24:33 - INFO - epoch-5, train_loss-0.4741
2024-12-17 11:24:51 - INFO - epoch-6, train_loss-0.4737
2024-12-17 11:25:09 - INFO - epoch-7, train_loss-0.4737
2024-12-17 11:25:27 - INFO - epoch-8, train_loss-0.4738
2024-12-17 11:25:45 - INFO - epoch-9, train_loss-0.4738
2024-12-17 11:26:03 - INFO - epoch-10, train_loss-0.4742
2024-12-17 11:26:21 - INFO - epoch-11, train_loss-0.4743
2024-12-17 11:26:38 - INFO - epoch-12, train_loss-0.4740
2024-12-17 11:26:56 - INFO - epoch-13, train_loss-0.4742
2024-12-17 11:27:14 - INFO - epoch-14, train_loss-0.4739
2024-12-17 11:27:32 - INFO - epoch-15, train_loss-0.4742
2024-12-17 11:27:50 - INFO - epoch-16, train_loss-0.4740
2024-12-17 11:28:07 - INFO - epoch-17, train_loss-0.4744
2024-12-17 11:28:25 - INFO - epoch-18, train_loss-0.4730
2024-12-17 11:28:43 - INFO - epoch-19, train_loss-0.4741
2024-12-17 11:29:01 - INFO - epoch-20, train_loss-0.4738
2024-12-17 11:29:19 - INFO - epoch-21, train_loss-0.4719
2024-12-17 11:29:36 - INFO - epoch-22, train_loss-0.4738
2024-12-17 11:29:54 - INFO - epoch-23, train_loss-0.4738
2024-12-17 11:30:12 - INFO - epoch-24, train_loss-0.4721
2024-12-17 11:30:30 - INFO - epoch-25, train_loss-0.4738
2024-12-17 11:30:48 - INFO - epoch-26, train_loss-0.4734
2024-12-17 11:31:06 - INFO - epoch-27, train_loss-0.4741
2024-12-17 11:31:24 - INFO - epoch-28, train_loss-0.4726
2024-12-17 11:31:41 - INFO - epoch-29, train_loss-0.4736
2024-12-17 11:31:59 - INFO - epoch-30, train_loss-0.4737
2024-12-17 11:32:17 - INFO - epoch-31, train_loss-0.4737
2024-12-17 11:32:35 - INFO - epoch-32, train_loss-0.4740
2024-12-17 11:32:53 - INFO - epoch-33, train_loss-0.4734
2024-12-17 11:33:10 - INFO - epoch-34, train_loss-0.4741
2024-12-17 11:33:28 - INFO - epoch-35, train_loss-0.4739
2024-12-17 11:33:46 - INFO - epoch-36, train_loss-0.4738
2024-12-17 11:34:04 - INFO - epoch-37, train_loss-0.4741
2024-12-17 11:34:22 - INFO - epoch-38, train_loss-0.4730
2024-12-17 11:34:39 - INFO - epoch-39, train_loss-0.4737
2024-12-17 11:34:57 - INFO - epoch-40, train_loss-0.4728
2024-12-17 11:35:15 - INFO - epoch-41, train_loss-0.4738
2024-12-17 11:35:33 - INFO - epoch-42, train_loss-0.4734
2024-12-17 11:35:51 - INFO - epoch-43, train_loss-0.4735
2024-12-17 11:36:08 - INFO - epoch-44, train_loss-0.4737
2024-12-17 11:36:26 - INFO - epoch-45, train_loss-0.4736
2024-12-17 11:36:44 - INFO - epoch-46, train_loss-0.4734
2024-12-17 11:37:02 - INFO - epoch-47, train_loss-0.4739
2024-12-17 11:37:20 - INFO - epoch-48, train_loss-0.4740
2024-12-17 11:37:37 - INFO - epoch-49, train_loss-0.4738
2024-12-17 11:37:55 - INFO - epoch-50, train_loss-0.4735
2024-12-17 11:38:13 - INFO - epoch-51, train_loss-0.4735
2024-12-17 11:38:31 - INFO - epoch-52, train_loss-0.4736
2024-12-17 11:38:49 - INFO - epoch-53, train_loss-0.4735
2024-12-17 11:39:06 - INFO - epoch-54, train_loss-0.4739
2024-12-17 11:39:24 - INFO - epoch-55, train_loss-0.4733
2024-12-17 11:39:42 - INFO - epoch-56, train_loss-0.4737
2024-12-17 11:40:00 - INFO - epoch-57, train_loss-0.4735
2024-12-17 11:40:18 - INFO - epoch-58, train_loss-0.4735
2024-12-17 11:40:35 - INFO - epoch-59, train_loss-0.4739
2024-12-17 11:40:53 - INFO - epoch-60, train_loss-0.4735
2024-12-17 11:41:11 - INFO - epoch-61, train_loss-0.4738
2024-12-17 11:41:29 - INFO - epoch-62, train_loss-0.4737
2024-12-17 11:41:47 - INFO - epoch-63, train_loss-0.4741
2024-12-17 11:42:04 - INFO - epoch-64, train_loss-0.4739
2024-12-17 11:42:22 - INFO - epoch-65, train_loss-0.4738
2024-12-17 11:42:40 - INFO - epoch-66, train_loss-0.4735
2024-12-17 11:42:58 - INFO - epoch-67, train_loss-0.4736
