2025-03-04 17:09:40 - INFO - train data: 13259
2025-03-04 17:09:40 - INFO - train unqiue data: 13259
2025-03-04 17:09:40 - INFO - valid data: 1474
2025-03-04 17:09:40 - INFO - valid unqiue data: 1474
2025-03-04 17:14:05 - INFO - epoch-0, train_mse_loss-0.0006018, train_kl_loss-0.0689750, val_mse_loss-0.0126493, val_kl_loss-0.0004350
2025-03-04 17:18:25 - INFO - epoch-1, train_mse_loss-0.0003490, train_kl_loss-0.0010952, val_mse_loss-0.0098411, val_kl_loss-0.0008747
2025-03-04 17:22:44 - INFO - epoch-2, train_mse_loss-0.0004306, train_kl_loss-0.2369726, val_mse_loss-0.0008513, val_kl_loss-0.4912700
2025-03-04 17:22:51 - INFO - Saved new best model at epoch 2 with validation loss 0.4921212
2025-03-04 17:27:09 - INFO - epoch-3, train_mse_loss-0.0004241, train_kl_loss-0.4756526, val_mse_loss-0.0007836, val_kl_loss-0.4756722
2025-03-04 17:27:16 - INFO - Saved new best model at epoch 3 with validation loss 0.4764558
2025-03-04 17:31:34 - INFO - epoch-4, train_mse_loss-0.0003915, train_kl_loss-0.4756815, val_mse_loss-0.0014137, val_kl_loss-0.4765431
2025-03-04 17:35:52 - INFO - epoch-5, train_mse_loss-0.0003765, train_kl_loss-0.4439979, val_mse_loss-0.0036099, val_kl_loss-0.2797182
2025-03-04 17:35:59 - INFO - Saved new best model at epoch 5 with validation loss 0.2833281
2025-03-04 17:40:16 - INFO - epoch-6, train_mse_loss-0.0003716, train_kl_loss-0.0154105, val_mse_loss-0.0023411, val_kl_loss-0.0000737
2025-03-04 17:40:22 - INFO - Saved new best model at epoch 6 with validation loss 0.0024148
2025-03-04 17:44:42 - INFO - epoch-7, train_mse_loss-0.0003527, train_kl_loss-0.0001375, val_mse_loss-0.0015844, val_kl_loss-0.0003212
2025-03-04 17:44:49 - INFO - Saved new best model at epoch 7 with validation loss 0.0019056
2025-03-04 17:49:08 - INFO - epoch-8, train_mse_loss-0.0003435, train_kl_loss-0.0002699, val_mse_loss-0.0007708, val_kl_loss-0.0011467
2025-03-04 17:53:27 - INFO - epoch-9, train_mse_loss-0.0003402, train_kl_loss-0.0001285, val_mse_loss-0.0005146, val_kl_loss-0.0003068
2025-03-04 17:53:33 - INFO - Saved new best model at epoch 9 with validation loss 0.0008214
2025-03-04 17:57:50 - INFO - epoch-10, train_mse_loss-0.0003374, train_kl_loss-0.0000866, val_mse_loss-0.0008842, val_kl_loss-0.0000528
2025-03-04 18:02:09 - INFO - epoch-11, train_mse_loss-0.0003414, train_kl_loss-0.0009217, val_mse_loss-0.0012124, val_kl_loss-0.0000015
2025-03-04 18:06:31 - INFO - epoch-12, train_mse_loss-0.0003360, train_kl_loss-0.0000078, val_mse_loss-0.0004499, val_kl_loss-0.0000084
2025-03-04 18:06:37 - INFO - Saved new best model at epoch 12 with validation loss 0.0004583
2025-03-04 18:10:54 - INFO - epoch-13, train_mse_loss-0.0003330, train_kl_loss-0.0000114, val_mse_loss-0.0003441, val_kl_loss-0.0000053
2025-03-04 18:11:00 - INFO - Saved new best model at epoch 13 with validation loss 0.0003494
2025-03-04 18:15:20 - INFO - epoch-14, train_mse_loss-0.0003469, train_kl_loss-0.0085530, val_mse_loss-0.0005187, val_kl_loss-0.0000230
2025-03-04 18:19:38 - INFO - epoch-15, train_mse_loss-0.0003493, train_kl_loss-0.0000280, val_mse_loss-0.0004881, val_kl_loss-0.0000112
2025-03-04 18:23:54 - INFO - epoch-16, train_mse_loss-0.0003393, train_kl_loss-0.0000171, val_mse_loss-0.0005736, val_kl_loss-0.0000038
2025-03-04 18:28:11 - INFO - epoch-17, train_mse_loss-0.0003342, train_kl_loss-0.0000121, val_mse_loss-0.0004797, val_kl_loss-0.0000024
2025-03-04 18:32:28 - INFO - epoch-18, train_mse_loss-0.0003321, train_kl_loss-0.0000130, val_mse_loss-0.0005020, val_kl_loss-0.0000062
2025-03-04 18:36:43 - INFO - epoch-19, train_mse_loss-0.0003306, train_kl_loss-0.0000140, val_mse_loss-0.0004297, val_kl_loss-0.0000016
2025-03-04 18:41:02 - INFO - epoch-20, train_mse_loss-0.0003295, train_kl_loss-0.0000142, val_mse_loss-0.0004870, val_kl_loss-0.0000013
2025-03-04 18:45:18 - INFO - epoch-21, train_mse_loss-0.0003288, train_kl_loss-0.0000030, val_mse_loss-0.0004883, val_kl_loss-0.0000002
2025-03-04 18:49:35 - INFO - epoch-22, train_mse_loss-0.0003343, train_kl_loss-0.0217926, val_mse_loss-0.0005548, val_kl_loss-0.0000498
2025-03-04 18:53:51 - INFO - epoch-23, train_mse_loss-0.0003362, train_kl_loss-0.0000540, val_mse_loss-0.0005195, val_kl_loss-0.0000165
2025-03-04 18:58:09 - INFO - epoch-24, train_mse_loss-0.0003342, train_kl_loss-0.0000216, val_mse_loss-0.0005110, val_kl_loss-0.0000060
2025-03-04 19:02:25 - INFO - epoch-25, train_mse_loss-0.0003334, train_kl_loss-0.0000182, val_mse_loss-0.0005244, val_kl_loss-0.0000028
2025-03-04 19:06:42 - INFO - epoch-26, train_mse_loss-0.0003332, train_kl_loss-0.0000103, val_mse_loss-0.0005241, val_kl_loss-0.0000029
2025-03-04 19:10:59 - INFO - epoch-27, train_mse_loss-0.0003325, train_kl_loss-0.0000120, val_mse_loss-0.0005013, val_kl_loss-0.0000024
2025-03-04 19:15:16 - INFO - epoch-28, train_mse_loss-0.0003319, train_kl_loss-0.0000094, val_mse_loss-0.0005005, val_kl_loss-0.0000006
2025-03-04 19:19:33 - INFO - epoch-29, train_mse_loss-0.0003316, train_kl_loss-0.0000039, val_mse_loss-0.0004986, val_kl_loss-0.0000012
2025-03-04 19:23:49 - INFO - epoch-30, train_mse_loss-0.0003309, train_kl_loss-0.0000635, val_mse_loss-0.0004983, val_kl_loss-0.0000002
2025-03-04 19:28:05 - INFO - epoch-31, train_mse_loss-0.0003298, train_kl_loss-0.0000015, val_mse_loss-0.0004694, val_kl_loss-0.0000000
2025-03-04 19:32:21 - INFO - epoch-32, train_mse_loss-0.0003284, train_kl_loss-0.0000002, val_mse_loss-0.0004481, val_kl_loss-0.0000000
2025-03-04 19:36:37 - INFO - epoch-33, train_mse_loss-0.0003275, train_kl_loss-0.0000000, val_mse_loss-0.0004184, val_kl_loss-0.0000000
2025-03-04 19:40:53 - INFO - epoch-34, train_mse_loss-0.0003270, train_kl_loss-0.0000000, val_mse_loss-0.0004123, val_kl_loss-0.0000000
2025-03-04 19:45:09 - INFO - epoch-35, train_mse_loss-0.0003267, train_kl_loss--0.0000000, val_mse_loss-0.0003545, val_kl_loss--0.0000000
2025-03-04 19:49:26 - INFO - epoch-36, train_mse_loss-0.0003264, train_kl_loss--0.0000000, val_mse_loss-0.0003782, val_kl_loss-0.0000000
2025-03-04 19:53:41 - INFO - epoch-37, train_mse_loss-0.0003263, train_kl_loss-0.0000000, val_mse_loss-0.0003917, val_kl_loss-0.0000000
2025-03-04 19:57:56 - INFO - epoch-38, train_mse_loss-0.0003261, train_kl_loss-0.0000000, val_mse_loss-0.0004399, val_kl_loss-0.0000000
2025-03-04 20:02:13 - INFO - epoch-39, train_mse_loss-0.0003259, train_kl_loss-0.0000000, val_mse_loss-0.0004374, val_kl_loss-0.0000000
