2025-03-05 08:48:56 - INFO - train data: 13259
2025-03-05 08:48:56 - INFO - train unqiue data: 13259
2025-03-05 08:48:56 - INFO - valid data: 1474
2025-03-05 08:48:56 - INFO - valid unqiue data: 1474
2025-03-05 08:53:52 - INFO - epoch-0, train_mse_loss-0.0003982, train_kl_loss-0.0017237, val_mse_loss-0.0010455, val_kl_loss-0.0000162
2025-03-05 08:58:12 - INFO - epoch-1, train_mse_loss-0.0003340, train_kl_loss-0.0000036, val_mse_loss-0.0004392, val_kl_loss-0.0000001
2025-03-05 09:02:33 - INFO - epoch-2, train_mse_loss-0.0003343, train_kl_loss-0.0000000, val_mse_loss-0.0007444, val_kl_loss-0.0000000
2025-03-05 09:02:44 - INFO - Saved new best model at epoch 2 with validation loss 0.0007444
2025-03-05 09:07:04 - INFO - epoch-3, train_mse_loss-0.0003327, train_kl_loss--0.0000000, val_mse_loss-0.0004623, val_kl_loss--0.0000000
2025-03-05 09:07:15 - INFO - Saved new best model at epoch 3 with validation loss 0.0004623
2025-03-05 09:11:34 - INFO - epoch-4, train_mse_loss-0.0003330, train_kl_loss--0.0000000, val_mse_loss-0.0003661, val_kl_loss--0.0000000
2025-03-05 09:11:44 - INFO - Saved new best model at epoch 4 with validation loss 0.0003661
2025-03-05 09:16:05 - INFO - epoch-5, train_mse_loss-0.0003362, train_kl_loss--0.0000000, val_mse_loss-0.0003460, val_kl_loss-0.0000000
2025-03-05 09:16:15 - INFO - Saved new best model at epoch 5 with validation loss 0.0003460
2025-03-05 09:20:35 - INFO - epoch-6, train_mse_loss-0.0003353, train_kl_loss-0.0000000, val_mse_loss-0.0004186, val_kl_loss-0.0000000
2025-03-05 09:24:54 - INFO - epoch-7, train_mse_loss-0.0003352, train_kl_loss-0.0000000, val_mse_loss-0.0003696, val_kl_loss-0.0000000
2025-03-05 09:29:14 - INFO - epoch-8, train_mse_loss-0.0003346, train_kl_loss-0.0000000, val_mse_loss-0.0003672, val_kl_loss-0.0000000
2025-03-05 09:33:34 - INFO - epoch-9, train_mse_loss-0.0003330, train_kl_loss-0.0000000, val_mse_loss-0.0003668, val_kl_loss-0.0000000
2025-03-05 09:37:52 - INFO - epoch-10, train_mse_loss-0.0003324, train_kl_loss-0.0000000, val_mse_loss-0.0004290, val_kl_loss-0.0000000
2025-03-05 09:42:12 - INFO - epoch-11, train_mse_loss-0.0003322, train_kl_loss-0.0000000, val_mse_loss-0.0004412, val_kl_loss-0.0000000
2025-03-05 09:46:31 - INFO - epoch-12, train_mse_loss-0.0003313, train_kl_loss-0.0000000, val_mse_loss-0.0005046, val_kl_loss-0.0000000
2025-03-05 09:50:49 - INFO - epoch-13, train_mse_loss-0.0003309, train_kl_loss-0.0000000, val_mse_loss-0.0005162, val_kl_loss-0.0000000
2025-03-05 09:55:13 - INFO - epoch-14, train_mse_loss-0.0003300, train_kl_loss-0.0000000, val_mse_loss-0.0005428, val_kl_loss-0.0000000
2025-03-05 09:59:39 - INFO - epoch-15, train_mse_loss-0.0003292, train_kl_loss-0.0000000, val_mse_loss-0.0005518, val_kl_loss-0.0000000
2025-03-05 10:03:58 - INFO - epoch-16, train_mse_loss-0.0003284, train_kl_loss-0.0000000, val_mse_loss-0.0005560, val_kl_loss-0.0000000
2025-03-05 10:08:22 - INFO - epoch-17, train_mse_loss-0.0003277, train_kl_loss-0.0000000, val_mse_loss-0.0005587, val_kl_loss-0.0000000
2025-03-05 10:12:44 - INFO - epoch-18, train_mse_loss-0.0003271, train_kl_loss-0.0000000, val_mse_loss-0.0005395, val_kl_loss-0.0000000
2025-03-05 10:17:03 - INFO - epoch-19, train_mse_loss-0.0003264, train_kl_loss-0.0000000, val_mse_loss-0.0005313, val_kl_loss-0.0000000
2025-03-05 10:21:24 - INFO - epoch-20, train_mse_loss-0.0003256, train_kl_loss-0.0000000, val_mse_loss-0.0005078, val_kl_loss-0.0000000
2025-03-05 10:25:45 - INFO - epoch-21, train_mse_loss-0.0003252, train_kl_loss-0.0000000, val_mse_loss-0.0004821, val_kl_loss-0.0000000
2025-03-05 10:30:03 - INFO - epoch-22, train_mse_loss-0.0003247, train_kl_loss-0.0000000, val_mse_loss-0.0004579, val_kl_loss-0.0000000
2025-03-05 10:34:24 - INFO - epoch-23, train_mse_loss-0.0003244, train_kl_loss-0.0000000, val_mse_loss-0.0004421, val_kl_loss-0.0000000
2025-03-05 10:38:46 - INFO - epoch-24, train_mse_loss-0.0003243, train_kl_loss-0.0000000, val_mse_loss-0.0004188, val_kl_loss-0.0000000
2025-03-05 10:43:09 - INFO - epoch-25, train_mse_loss-0.0003242, train_kl_loss-0.0000000, val_mse_loss-0.0004096, val_kl_loss-0.0000000
2025-03-05 10:47:27 - INFO - epoch-26, train_mse_loss-0.0003240, train_kl_loss-0.0000000, val_mse_loss-0.0003784, val_kl_loss-0.0000000
2025-03-05 10:51:46 - INFO - epoch-27, train_mse_loss-0.0003240, train_kl_loss-0.0000000, val_mse_loss-0.0003526, val_kl_loss-0.0000000
2025-03-05 10:56:05 - INFO - epoch-28, train_mse_loss-0.0003240, train_kl_loss-0.0000000, val_mse_loss-0.0003724, val_kl_loss-0.0000000
