2024-12-21 22:18:37 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-21 22:18:37 - INFO - train data: 6810
2024-12-21 22:18:37 - INFO - valid data: 756
2024-12-21 22:18:53 - INFO - Initial_train_loss-0.0078973  Initial_val_loss-0.0078627
2024-12-21 22:19:32 - INFO - epoch-0, train_loss-0.0075281, val_loss-0.0065649
2024-12-21 22:20:10 - INFO - epoch-1, train_loss-0.0007525, val_loss-0.0066834
2024-12-21 22:20:50 - INFO - epoch-2, train_loss-0.0007191, val_loss-0.0059776
2024-12-21 22:21:28 - INFO - epoch-3, train_loss-0.0007026, val_loss-0.0057001
2024-12-21 22:22:07 - INFO - epoch-4, train_loss-0.0006939, val_loss-0.0056136
2024-12-21 22:22:47 - INFO - epoch-5, train_loss-0.0006875, val_loss-0.0057196
2024-12-21 22:23:25 - INFO - epoch-6, train_loss-0.0006835, val_loss-0.0056708
2024-12-21 22:24:03 - INFO - epoch-7, train_loss-0.0006796, val_loss-0.0056191
2024-12-21 22:24:42 - INFO - epoch-8, train_loss-0.0006766, val_loss-0.0055102
2024-12-21 22:25:20 - INFO - epoch-9, train_loss-0.0006744, val_loss-0.0056854
2024-12-21 22:25:58 - INFO - epoch-10, train_loss-0.0006724, val_loss-0.0053504
2024-12-21 22:26:37 - INFO - epoch-11, train_loss-0.0006708, val_loss-0.0054351
2024-12-21 22:27:15 - INFO - epoch-12, train_loss-0.0006691, val_loss-0.0052837
2024-12-21 22:27:53 - INFO - epoch-13, train_loss-0.0006683, val_loss-0.0049452
2024-12-21 22:28:32 - INFO - epoch-14, train_loss-0.0006676, val_loss-0.0049569
2024-12-21 22:29:12 - INFO - epoch-15, train_loss-0.0006670, val_loss-0.0049815
2024-12-21 22:29:51 - INFO - epoch-16, train_loss-0.0006663, val_loss-0.0048656
2024-12-21 22:30:30 - INFO - epoch-17, train_loss-0.0006655, val_loss-0.0047358
2024-12-21 22:31:08 - INFO - epoch-18, train_loss-0.0006653, val_loss-0.0045105
2024-12-21 22:31:46 - INFO - epoch-19, train_loss-0.0006649, val_loss-0.0047400
2024-12-21 22:32:24 - INFO - epoch-20, train_loss-0.0006645, val_loss-0.0043043
2024-12-21 22:33:03 - INFO - epoch-21, train_loss-0.0006642, val_loss-0.0042588
2024-12-21 22:33:41 - INFO - epoch-22, train_loss-0.0006637, val_loss-0.0043223
2024-12-21 22:34:19 - INFO - epoch-23, train_loss-0.0006636, val_loss-0.0042146
2024-12-21 22:34:59 - INFO - epoch-24, train_loss-0.0006637, val_loss-0.0038014
2024-12-21 22:35:37 - INFO - epoch-25, train_loss-0.0006633, val_loss-0.0038465
2024-12-21 22:36:15 - INFO - epoch-26, train_loss-0.0006631, val_loss-0.0038181
2024-12-21 22:36:53 - INFO - epoch-27, train_loss-0.0006632, val_loss-0.0039004
2024-12-21 22:37:32 - INFO - epoch-28, train_loss-0.0006629, val_loss-0.0036674
2024-12-21 22:38:10 - INFO - epoch-29, train_loss-0.0006629, val_loss-0.0033757
2024-12-21 22:38:49 - INFO - epoch-30, train_loss-0.0006630, val_loss-0.0033965
2024-12-21 22:39:28 - INFO - epoch-31, train_loss-0.0006628, val_loss-0.0034082
2024-12-21 22:40:06 - INFO - epoch-32, train_loss-0.0006628, val_loss-0.0033719
2024-12-21 22:40:45 - INFO - epoch-33, train_loss-0.0006632, val_loss-0.0032145
2024-12-21 22:41:24 - INFO - epoch-34, train_loss-0.0006629, val_loss-0.0028891
2024-12-21 22:42:02 - INFO - epoch-35, train_loss-0.0006626, val_loss-0.0027677
2024-12-21 22:42:41 - INFO - epoch-36, train_loss-0.0006626, val_loss-0.0027414
2024-12-21 22:43:20 - INFO - epoch-37, train_loss-0.0006623, val_loss-0.0023384
2024-12-21 22:43:58 - INFO - epoch-38, train_loss-0.0006623, val_loss-0.0028613
2024-12-21 22:44:36 - INFO - epoch-39, train_loss-0.0006620, val_loss-0.0025339
2024-12-21 22:45:14 - INFO - epoch-40, train_loss-0.0006621, val_loss-0.0023371
2024-12-21 22:45:52 - INFO - epoch-41, train_loss-0.0006619, val_loss-0.0023969
2024-12-21 22:46:31 - INFO - epoch-42, train_loss-0.0006617, val_loss-0.0028004
2024-12-21 22:47:09 - INFO - epoch-43, train_loss-0.0006618, val_loss-0.0020967
2024-12-21 22:47:47 - INFO - epoch-44, train_loss-0.0006620, val_loss-0.0024495
2024-12-21 22:48:25 - INFO - epoch-45, train_loss-0.0006617, val_loss-0.0017392
2024-12-21 22:49:04 - INFO - epoch-46, train_loss-0.0006617, val_loss-0.0017083
2024-12-21 22:49:42 - INFO - epoch-47, train_loss-0.0006622, val_loss-0.0020099
2024-12-21 22:50:20 - INFO - epoch-48, train_loss-0.0006621, val_loss-0.0014616
