2024-12-16 12:05:59 - INFO - /mnt/cephfs/projects/2023110101_Ligand_fitting_to_EM_maps/My_Code/CryoLigate_Github/CryoLigate/GIGN/GIGN_EM/For_Elisei_Nov_2024/CryoLigate_GIGN_Unet/train_example.py
2024-12-16 12:05:59 - INFO - train data: 6806
2024-12-16 12:05:59 - INFO - valid data: 757
2024-12-16 12:10:59 - INFO - Initial_loss-0.4843
2024-12-16 12:11:24 - INFO - epoch-0, train_loss-0.5884
2024-12-16 12:11:46 - INFO - epoch-1, train_loss-0.4745
2024-12-16 12:12:08 - INFO - epoch-2, train_loss-0.4743
2024-12-16 12:12:30 - INFO - epoch-3, train_loss-0.4738
2024-12-16 12:12:52 - INFO - epoch-4, train_loss-0.4741
2024-12-16 12:13:14 - INFO - epoch-5, train_loss-0.4741
2024-12-16 12:13:36 - INFO - epoch-6, train_loss-0.4732
2024-12-16 12:13:58 - INFO - epoch-7, train_loss-0.4736
2024-12-16 12:14:20 - INFO - epoch-8, train_loss-0.4741
2024-12-16 12:14:42 - INFO - epoch-9, train_loss-0.4741
2024-12-16 12:15:04 - INFO - epoch-10, train_loss-0.4739
2024-12-16 12:15:26 - INFO - epoch-11, train_loss-0.4737
2024-12-16 12:15:48 - INFO - epoch-12, train_loss-0.4734
2024-12-16 12:16:10 - INFO - epoch-13, train_loss-0.4728
2024-12-16 12:16:32 - INFO - epoch-14, train_loss-0.4737
2024-12-16 12:16:54 - INFO - epoch-15, train_loss-0.4733
2024-12-16 12:17:16 - INFO - epoch-16, train_loss-0.4740
2024-12-16 12:17:38 - INFO - epoch-17, train_loss-0.4730
2024-12-16 12:18:00 - INFO - epoch-18, train_loss-0.4738
2024-12-16 12:18:22 - INFO - epoch-19, train_loss-0.4738
2024-12-16 12:18:44 - INFO - epoch-20, train_loss-0.4737
2024-12-16 12:19:06 - INFO - epoch-21, train_loss-0.4740
2024-12-16 12:19:29 - INFO - epoch-22, train_loss-0.4736
2024-12-16 12:19:51 - INFO - epoch-23, train_loss-0.4739
2024-12-16 12:20:13 - INFO - epoch-24, train_loss-0.4736
2024-12-16 12:20:35 - INFO - epoch-25, train_loss-0.4737
2024-12-16 12:20:57 - INFO - epoch-26, train_loss-0.4741
2024-12-16 12:21:19 - INFO - epoch-27, train_loss-0.4739
2024-12-16 12:21:41 - INFO - epoch-28, train_loss-0.4735
2024-12-16 12:22:03 - INFO - epoch-29, train_loss-0.4739
2024-12-16 12:22:25 - INFO - epoch-30, train_loss-0.4725
2024-12-16 12:22:47 - INFO - epoch-31, train_loss-0.4741
2024-12-16 12:23:09 - INFO - epoch-32, train_loss-0.4744
2024-12-16 12:23:31 - INFO - epoch-33, train_loss-0.4737
2024-12-16 12:23:53 - INFO - epoch-34, train_loss-0.4741
2024-12-16 12:24:15 - INFO - epoch-35, train_loss-0.4740
2024-12-16 12:24:38 - INFO - epoch-36, train_loss-0.4740
2024-12-16 12:25:00 - INFO - epoch-37, train_loss-0.4740
2024-12-16 12:25:22 - INFO - epoch-38, train_loss-0.4740
2024-12-16 12:25:44 - INFO - epoch-39, train_loss-0.4728
2024-12-16 12:26:06 - INFO - epoch-40, train_loss-0.4735
2024-12-16 12:26:28 - INFO - epoch-41, train_loss-0.4737
2024-12-16 12:26:50 - INFO - epoch-42, train_loss-0.4742
2024-12-16 12:27:12 - INFO - epoch-43, train_loss-0.4742
2024-12-16 12:27:34 - INFO - epoch-44, train_loss-0.4742
2024-12-16 12:27:56 - INFO - epoch-45, train_loss-0.4743
2024-12-16 12:28:18 - INFO - epoch-46, train_loss-0.4734
2024-12-16 12:28:40 - INFO - epoch-47, train_loss-0.4739
2024-12-16 12:29:02 - INFO - epoch-48, train_loss-0.4732
2024-12-16 12:29:24 - INFO - epoch-49, train_loss-0.4739
2024-12-16 12:29:46 - INFO - epoch-50, train_loss-0.4734
2024-12-16 12:30:08 - INFO - epoch-51, train_loss-0.4739
2024-12-16 12:30:30 - INFO - epoch-52, train_loss-0.4740
2024-12-16 12:30:52 - INFO - epoch-53, train_loss-0.4741
